player_name,foot_enc,match_time,score_diff,is_shootout,home_away,pressure_index,zone_target,source
Riko Ueki,1,55,0,0,1,3.67,BR,real
Yuika Sugasawa,1,59,1,0,0,3.93,BR,real
Caroline Graham Hansen,1,79,-2,0,1,3.16,BR,real
Samantha May Kerr,1,42,1,0,1,2.8,TR,real
Guro Reiten,0,55,-1,0,1,3.67,BR,real
Emily Gielnik,1,66,0,0,1,4.4,BL,real
Maren Nævdal Mjelde,1,118,0,0,1,7.87,BL,real
Stephanie-Elise Catley,0,99,-3,0,0,1.98,MR,real
Ingrid Syrstad Engen,1,44,2,0,1,1.76,MR,real
Samantha May Kerr,1,77,0,0,0,5.13,BL,real
Cristiana Girelli,1,75,2,0,0,3,BL,real
Janine Elizabeth Beckie,1,6,-1,0,1,0.4,BL,real
Sara Däbritz,0,86,1,0,1,5.73,BR,real
Nikita Parris,1,51,2,0,0,2.04,TL,real
Elin Ingrid Johanna Rubensson,1,33,0,0,1,2.2,ML,real
Caroline Graham Hansen,1,59,-1,0,0,3.93,BL,real
Isabell Herlovsen,1,90,0,0,0,6,BL,real
Carli Anne Hollins,1,114,0,0,0,7.6,BL,real
Megan Anna Rapinoe,1,71,2,0,1,2.84,BR,real
Marta Vieira da Silva,0,57,0,0,0,3.8,BR,real
Jennifer Hermoso Fuentes,0,59,-1,0,0,3.93,ML,real
Jennifer Hermoso Fuentes,0,61,-1,0,1,4.07,MR,real
Andressa Alves da Silva,0,70,0,0,0,4.67,BL,real
Eugénie Le Sommer,1,2,3,0,1,0.04,BL,real
Marta Vieira da Silva,0,17,-3,0,0,0.34,BL,real
Nikita Parris,1,58,1,0,0,3.87,MR,real
Wendie Renard,1,73,2,0,1,2.92,TR,real
María Florencia Bonsegundo,1,44,-2,0,0,1.76,MC,real
Francisca Alejandra Lara Lara,0,66,-1,0,0,4.4,TC,real
Lieke Martens,1,73,0,0,0,4.87,BR,real
Nikita Parris,1,52,0,0,0,3.47,ML,real
Stephanie Houghton,1,8,-2,0,0,0.32,BL,real
Megan Anna Rapinoe,1,74,1,0,0,4.93,BL,real
Megan Anna Rapinoe,1,17,0,0,1,1.13,BL,real
Gun Nathalie Björn,1,102,1,0,0,6.8,TR,synthetic
Michy Batshuayi Tunga,1,46,-1,0,0,3.07,BR,synthetic
Jamie Vardy,1,71,-1,0,0,4.73,ML,synthetic
Sjoeke Nüsken,1,58,-1,0,1,3.87,BL,synthetic
Éderzito António Macedo Lopes,1,75,0,0,1,5,MR,synthetic
Mauro Emanuel Icardi Rivero,1,70,0,0,1,4.67,TL,synthetic
Kylian Mbappé Lottin,1,16,-1,0,0,1.07,TL,synthetic
Yana Daniëls,1,76,-2,0,1,3.04,TC,synthetic
Pierre-Emerick Aubameyang,1,16,0,0,1,1.07,ML,synthetic
Harry Kane,1,11,1,0,1,0.73,BL,synthetic
Marcelo BrozoviāE1,1,77,-1,0,0,5.13,BR,synthetic
Presnel Kimpembe,0,85,0,0,1,5.67,BR,synthetic
Fridolina Rolfö,0,38,-2,0,1,1.52,BC,synthetic
Patrik Schick,0,27,-3,1,1,6.5,MC,synthetic
Cristiano Ronaldo dos Santos Aveiro,1,52,0,0,1,3.47,MR,synthetic
Fabian Lukas Schär,1,12,-1,0,1,0.8,BL,synthetic
Lucas Vázquez Iglesias,1,84,1,0,0,5.6,ML,synthetic
Paul Pogba,1,88,-3,0,1,1.76,BL,synthetic
Henoc Inonga Baka,1,66,0,0,0,4.4,BL,synthetic
Neymar da Silva Santos Junior,1,89,1,1,1,6.5,TC,synthetic
Bradley Barcola,1,74,0,0,0,4.93,BC,synthetic
Jordan Brian Henderson,1,89,0,0,0,5.93,TL,synthetic
Alan Dzagoev,1,34,-1,0,1,2.27,ML,synthetic
Pablo Sarabia García,0,70,-1,0,1,4.67,BR,synthetic
Thierry Henry,1,10,-2,0,0,0.4,BL,synthetic
Steven Berghuis,0,12,2,0,1,0.48,BC,synthetic
Jennifer Hermoso Fuentes,0,46,-3,0,1,0.92,BR,synthetic
Sérgio Paulo Barbosa Valente,0,53,-1,0,0,3.53,TR,synthetic
Neymar da Silva Santos Junior,1,16,1,0,0,1.07,BC,synthetic
Luís Miguel Afonso Fernandes,1,74,0,0,0,4.93,ML,synthetic
Thomas Mangani,0,88,0,1,0,6.5,TL,synthetic
Ronaldo de Assis Moreira,1,76,-1,0,0,5.07,TL,synthetic
Lionel Andrés Messi Cuccittini,0,76,-1,0,1,5.07,TR,synthetic
María Florencia Bonsegundo,1,85,1,1,1,6.5,MR,synthetic
Eder Citadin Martins,1,44,-1,0,0,2.93,BL,synthetic
Miralem PjaniāE1,1,36,-1,0,0,2.4,BC,synthetic
Craig Gardner,1,59,1,1,1,6.5,TR,synthetic
Benjamin Moukandjo Bilé,1,55,-1,1,0,6.5,BL,synthetic
Alan Dzagoev,1,85,2,0,1,3.4,TR,synthetic
Megan Anna Rapinoe,1,51,-1,0,1,3.4,TR,synthetic
Jorge Franco Alviz,1,60,0,0,0,4,BL,synthetic
Isobel Mary Christiansen,1,108,0,0,1,7.2,MC,synthetic
Manuel Locatelli,1,82,0,0,1,5.47,BR,synthetic
James David Rodríguez Rubio,0,116,1,0,1,7.73,TR,synthetic
Domenico Berardi,0,92,-2,0,0,3.68,TR,synthetic
Hatem Ben Arfa,0,57,0,0,1,3.8,BC,synthetic
Aaron Tshibola,1,29,1,0,0,1.93,BR,synthetic
Thomas Müller,1,39,-2,0,1,1.56,TR,synthetic
Sérgio Paulo Barbosa Valente,0,39,0,0,0,2.6,ML,synthetic
Moritz Hartmann,1,57,0,0,1,3.8,BL,synthetic
Mario Gómez García,1,85,0,0,0,5.67,TL,synthetic
Lionel Andrés Messi Cuccittini,0,26,0,0,1,1.73,MC,synthetic
Yomira Tibisay Pinzón Ríos,1,48,0,0,1,3.2,BL,synthetic
Jorge Franco Alviz,1,76,1,0,1,5.07,BC,synthetic
Stevan JovetiāE1,1,50,1,0,0,3.33,TC,synthetic
Caroline Graham Hansen,1,40,0,0,0,2.67,ML,synthetic
Ivan Toney,1,17,3,0,1,0.34,TR,synthetic
Sofiane Boufal,1,51,0,0,0,3.4,BL,synthetic
Roberto Trashorras Gayoso,1,18,-1,0,1,1.2,TC,synthetic
Lionel Andrés Messi Cuccittini,0,30,-1,0,1,2,BR,synthetic
Leandro Daniel Paredes,1,75,-2,0,1,3,TC,synthetic
Roberto Trashorras Gayoso,1,70,-1,0,1,4.67,MC,synthetic
João Victor de Albuquerque Bruno,1,44,-1,0,1,2.93,BL,synthetic
Courtney Sweetman-Kirk,1,70,0,0,1,4.67,BR,synthetic
Marta Vieira da Silva,0,57,0,0,0,3.8,BL,synthetic
Klaas-Jan Huntelaar,1,98,0,0,0,6.53,BR,synthetic
Tiago Manuel Dias Correia,1,79,0,0,0,5.27,MR,synthetic
Ella Toone,1,52,0,0,0,3.47,TR,synthetic
Kadidiatou Diani,1,82,-1,0,1,5.47,MR,synthetic
Sergio Leonel Agüero del Castillo,1,71,2,0,0,2.84,BL,synthetic
María Francesca Caldentey Oliver,1,38,-3,0,0,0.76,MC,synthetic
Valérie Gauvin,1,44,0,0,0,2.93,BC,synthetic
Massimo Maccarone,1,11,0,0,0,0.73,MC,synthetic
Franjo Prce,0,46,-1,0,0,3.07,ML,synthetic
Neymar da Silva Santos Junior,1,68,1,0,1,4.53,BL,synthetic
Exequiel Alejandro Palacios,1,87,0,0,1,5.8,MC,synthetic
Fábio Henrique Tavares,1,20,0,0,1,1.33,TL,synthetic
Bernardo Mota Veiga de Carvalho e Silva,0,68,-2,0,1,2.72,TR,synthetic
Riyad Mahrez,0,85,-1,0,0,5.67,BL,synthetic
Federico Santiago Valverde Dipetta,1,47,0,0,0,3.13,BL,synthetic
Lionel Andrés Messi Cuccittini,0,31,-1,0,1,2.07,MR,synthetic
Gonzalo Ariel Montiel,1,87,-2,0,0,3.48,BL,synthetic
Jennifer Hermoso Fuentes,0,57,0,0,0,3.8,MC,synthetic
Patricia Guijarro Gutiérrez,1,80,0,0,1,5.33,ML,synthetic
Lucas Tolentino Coelho de Lima,0,48,1,0,1,3.2,TR,synthetic
Lionel Andrés Messi Cuccittini,0,43,0,0,0,2.87,BR,synthetic
Vicki Becho,1,32,1,0,1,2.13,BR,synthetic
Andrea Belotti,1,42,1,0,0,2.8,BL,synthetic
Romelu Lukaku Menama,0,63,1,1,0,6.5,TR,synthetic
Sloan Privat,0,78,0,0,1,5.2,BL,synthetic
Alexander Baumjohann,1,57,0,0,1,3.8,MC,synthetic
Maximiliano Gastón López,1,18,-1,0,0,1.2,BR,synthetic
Youssef El-Arabi,1,88,-1,0,1,5.87,TL,synthetic
Moussa Niakhate,0,87,-1,0,0,5.8,BL,synthetic
Kim Little,1,61,-1,0,0,4.07,MC,synthetic
Ronaldo de Assis Moreira,1,64,-1,0,1,4.27,BR,synthetic
Alberto Paloschi,1,90,-1,0,0,6,MR,synthetic
Lionel Andrés Messi Cuccittini,0,67,0,0,1,4.47,TL,synthetic
Hatem Ben Arfa,0,87,-1,0,0,5.8,BL,synthetic
Manuel Obafemi Akanji,1,77,-2,0,1,3.08,BL,synthetic
Sergio Leonel Agüero del Castillo,1,29,0,0,1,1.93,ML,synthetic
Greg Stewart,0,67,-1,1,1,6.5,TC,synthetic
Marta Vieira da Silva,0,76,0,0,1,5.07,MC,synthetic
Ousmane Dembélé,1,70,-1,0,0,4.67,MR,synthetic
Mohamed Abdel Monem,1,7,0,0,0,0.47,ML,synthetic
Pierre-Emerick Aubameyang,1,77,-1,0,0,5.13,TL,synthetic
Adam Johnson,0,62,0,0,1,4.13,TC,synthetic
Alejandro Fernández Iglesias,1,110,1,0,1,7.33,BL,synthetic
Ousmane Dembélé,1,12,0,0,0,0.8,MR,synthetic
Bryan Ruiz González,0,28,0,0,1,1.87,BL,synthetic
Melissa Lawley,1,74,0,0,1,4.93,MC,synthetic
Djibril Cissé,1,11,-2,0,0,0.44,TR,synthetic
Sergio Ramos García,1,73,-3,1,0,6.5,BC,synthetic
Bradley Barcola,1,98,1,0,0,6.53,TR,synthetic
Daniel Parejo Muñoz,1,10,0,0,1,0.67,TL,synthetic
João Victor de Albuquerque Bruno,1,5,0,0,0,0.33,ML,synthetic
Steven Fletcher,0,17,0,0,1,1.13,MC,synthetic
Emily Gielnik,1,68,1,0,0,4.53,TR,synthetic
Maximiliano Gómez González,1,13,-1,0,1,0.87,BR,synthetic
Fábio Henrique Tavares,1,69,0,0,0,4.6,TC,synthetic
Kevin Gameiro,1,120,0,0,0,8,TC,synthetic
Zlatan IbrahimoviāE1,1,25,1,0,0,1.67,BL,synthetic
Daniel Parejo Muñoz,1,80,-3,0,0,1.6,TR,synthetic
Wahbi Khazri,1,55,0,1,1,6.5,TR,synthetic
Ronaldo de Assis Moreira,1,63,0,0,0,4.2,MR,synthetic
Troy Deeney,1,27,0,0,0,1.8,ML,synthetic
Rachel Daly,1,73,-1,0,1,4.87,MR,synthetic
Jon Dahl Tomasson,1,116,0,0,1,7.73,TC,synthetic
Grejohn Kyei,1,57,0,0,0,3.8,BL,synthetic
Aritz Aduriz Zubeldia,1,115,1,0,1,7.67,TC,synthetic
Diego Maurício Machado de Brito,1,44,-1,0,1,2.93,MC,synthetic
Francesca Kirby,1,81,0,0,0,5.4,BR,synthetic
Paul Verhaegh,1,86,-1,0,0,5.73,BL,synthetic
Lionel Andrés Messi Cuccittini,0,68,0,0,1,4.53,BR,synthetic
Josip IličiāE0,0,84,0,0,0,5.6,MR,synthetic
Adama Traoré,0,47,2,0,1,1.88,TC,synthetic
Jonathan Calleri,1,28,-3,0,1,0.56,TR,synthetic
Elin Ingrid Johanna Rubensson,1,101,2,0,1,4.04,BL,synthetic
Lina Mona Andréa Hurtig,1,78,-2,0,0,3.12,TC,synthetic
Lucy Hope,1,93,-2,0,0,3.72,BC,synthetic
Thomas Müller,1,66,-1,0,0,4.4,ML,synthetic
Troy Deeney,1,94,-1,0,1,6.27,BR,synthetic
Klaas-Jan Huntelaar,1,107,1,0,1,7.13,ML,synthetic
Harry Kane,1,53,1,0,1,3.53,ML,synthetic
Roberto Trashorras Gayoso,1,7,2,0,0,0.28,ML,synthetic
Admir Mehmedi,1,19,0,0,0,1.27,MR,synthetic
Cheikh Ahmadou Bamba Mbacke Dieng,1,4,-3,0,1,0.08,BR,synthetic
Connor Wickham,1,25,0,0,0,1.67,MR,synthetic
Diego Forlán Corazo,1,84,1,1,1,6.5,BC,synthetic
Antoine Griezmann,0,48,-1,0,0,3.2,BL,synthetic
Manuel Locatelli,1,90,1,0,0,6,TL,synthetic
Manuel Locatelli,1,25,-3,0,0,0.5,MR,synthetic
Lionel Andrés Messi Cuccittini,0,97,1,0,0,6.47,BL,synthetic
Gun Nathalie Björn,1,87,0,0,0,5.8,MR,synthetic
Martin Braithwaite Christensen,1,39,2,0,1,1.56,TC,synthetic
Magdalena Lilly Eriksson,0,79,1,0,0,5.27,TR,synthetic
Barbra Banda,1,88,-2,0,0,3.52,ML,synthetic
Kylian Mbappé Lottin,1,77,0,0,1,5.13,TL,synthetic
Sergio Busquets i Burgos,1,58,-1,0,0,3.87,TC,synthetic
Ashley Cole,0,84,0,0,0,5.6,TR,synthetic
Jonathan David,1,74,-2,0,0,2.96,MR,synthetic
Ella Toone,1,74,0,0,0,4.93,BR,synthetic
Antonio Di Natale,1,46,0,0,0,3.07,BL,synthetic
Caitlin Jade Foord,1,43,-3,0,0,0.86,MR,synthetic
Fara Williams,1,63,0,1,0,6.5,BR,synthetic
Ronaldo de Assis Moreira,1,63,1,0,0,4.2,BL,synthetic
Kevin Volland,0,59,-2,0,1,2.36,TL,synthetic
Julián Álvarez,1,77,2,0,0,3.08,MR,synthetic
Roy Krishna,1,90,0,0,0,6,BL,synthetic
Leah Williamson,1,113,-1,0,0,7.53,MR,synthetic
Kadidiatou Diani,1,114,2,0,0,4.56,BC,synthetic
Mohamed Larbi,1,43,0,0,1,2.87,BC,synthetic
Mohamed Larbi,1,62,0,0,0,4.13,BR,synthetic
Kylian Mbappé Lottin,1,3,0,0,0,0.2,TL,synthetic
Felix Kroos,1,58,1,0,1,3.87,BR,synthetic
Daniel Chima Chukwu,1,82,-1,0,1,5.47,MR,synthetic
Janine Elizabeth Beckie,1,62,-1,0,0,4.13,MR,synthetic
Lionel Andrés Messi Cuccittini,0,97,-1,0,1,6.47,BL,synthetic
Inessa Kaagman,0,2,-2,0,0,0.08,TR,synthetic
Lucy Hope,1,87,1,0,1,5.8,ML,synthetic
Wes Hoolahan,0,80,0,0,1,5.33,BC,synthetic
Pierre-Michel Lasogga,1,98,0,0,0,6.53,MC,synthetic
Kadidiatou Diani,1,118,1,0,0,7.87,BR,synthetic
Cristiano Ronaldo dos Santos Aveiro,1,52,0,0,0,3.47,ML,synthetic
Kylian Mbappé Lottin,1,61,-1,0,1,4.07,MR,synthetic
Neymar da Silva Santos Junior,1,76,0,0,1,5.07,BL,synthetic
Lorenzo Insigne,1,29,0,0,0,1.93,TL,synthetic
Ronaldo de Assis Moreira,1,46,-1,0,1,3.07,BL,synthetic
Luis Alberto Suárez Díaz,1,62,-1,0,1,4.13,MC,synthetic
Luka ModriāE1,1,52,0,0,1,3.47,BL,synthetic
Francisco Alcácer García,1,53,1,0,1,3.53,TR,synthetic
Paulo Bruno Exequiel Dybala,1,84,-1,0,1,5.6,BL,synthetic
Paul Verhaegh,1,61,3,0,0,1.22,BL,synthetic
Lukas Hinterseer,1,107,-1,0,1,7.13,BR,synthetic
Thierry Henry,1,81,-1,0,0,5.4,BC,synthetic
Cleiton Augusto Oliveira Silva,1,43,-1,0,0,2.87,BR,synthetic
Ryder Matos Santos,1,2,0,1,0,6.5,BR,synthetic
Moritz Hartmann,1,67,0,0,1,4.47,BL,synthetic
Jennifer Miley Falk,1,85,0,1,1,6.5,TC,synthetic
Jordan Ayew,1,86,1,0,0,5.73,MC,synthetic
Borja González Tomás,1,37,-1,0,1,2.47,TL,synthetic
Arianna Caruso,1,25,1,0,0,1.67,MR,synthetic
Mohamed Abdel Monem,1,26,0,0,0,1.73,ML,synthetic
Olivier Giroud,0,79,0,0,1,5.27,MR,synthetic
Josip IličiāE0,0,93,-1,0,1,6.2,BL,synthetic
Aritz Aduriz Zubeldia,1,6,1,1,1,6.5,TL,synthetic
Meschak Elia,1,80,0,0,1,5.33,BC,synthetic
Xabier Prieto Argarate,1,22,1,0,1,1.47,TL,synthetic
Saúl Berjón Pérez,1,51,-3,0,0,1.02,ML,synthetic
Ruben Vargas,1,116,0,0,0,7.73,TC,synthetic
Ryan Bertrand,0,46,-1,0,0,3.07,TL,synthetic
Sergei Ignashevich,1,30,0,0,0,2,MR,synthetic
Klaas-Jan Huntelaar,1,85,0,0,1,5.67,ML,synthetic
Thomas Mangani,0,115,-1,1,0,7.67,TC,synthetic
Carlos Soler Barragán,1,48,0,0,1,3.2,BR,synthetic
Harry Kane,1,47,1,0,0,3.13,ML,synthetic
Bukayo Saka,0,90,-1,0,0,6,BR,synthetic
Halicharan Narzary,0,53,0,0,0,3.53,MR,synthetic
Bethany Mead,1,32,-1,0,1,2.13,ML,synthetic
Lionel Andrés Messi Cuccittini,0,71,-1,1,0,6.5,TC,synthetic
Matías Ariel Fernández Fernández,1,47,0,0,0,3.13,BC,synthetic
Andrea Belotti,1,73,0,0,1,4.87,TC,synthetic
Josip IličiāE0,0,17,0,1,0,6.5,BC,synthetic
Lucy Bronze,1,57,1,0,0,3.8,MC,synthetic
Megan Anna Rapinoe,1,61,1,0,0,4.07,MC,synthetic
Jon Dahl Tomasson,1,32,0,0,0,2.13,TL,synthetic
Lionel Andrés Messi Cuccittini,0,30,0,1,0,6.5,MR,synthetic
Mackenzie Arnold,1,33,0,0,0,2.2,TL,synthetic
Karim Ansarifard,1,109,1,0,0,7.27,BL,synthetic
Patrik Schick,0,47,0,0,0,3.13,BL,synthetic
Thibault Giresse,0,12,0,0,1,0.8,TC,synthetic
Paulo Bruno Exequiel Dybala,0,42,-1,0,0,2.8,BL,synthetic
Sergio Pellissier,1,4,1,0,0,0.27,TC,synthetic
Josip IličiāE0,0,2,-1,0,1,0.13,BL,synthetic
Lynn Raenie Williams,1,83,0,0,0,5.53,TC,synthetic
Cristiano Ronaldo dos Santos Aveiro,1,90,1,0,0,6,TR,synthetic
Andrea Belotti,1,9,-1,0,0,0.6,MC,synthetic
Youssef El-Arabi,1,71,2,0,0,2.84,BR,synthetic
Gerard Moreno Balaguero,0,55,-1,0,0,3.67,BC,synthetic
Jules Koundé,1,72,-2,0,1,2.88,ML,synthetic
Yomira Tibisay Pinzón Ríos,1,53,0,0,0,3.53,BL,synthetic
Klaas-Jan Huntelaar,1,57,1,0,0,3.8,ML,synthetic
Romelu Lukaku Menama,0,4,0,0,0,0.27,TR,synthetic
Abdul Majeed Waris,1,80,1,0,1,5.33,BC,synthetic
John Guidetti,1,13,0,1,1,6.5,TL,synthetic
Edin Džeko,1,80,1,1,0,6.5,BC,synthetic
María Francesca Caldentey Oliver,1,52,-1,0,1,3.47,BR,synthetic
Lionel Andrés Messi Cuccittini,0,55,-1,0,0,3.67,TC,synthetic
Franck Yannick Kessié,1,24,-1,0,1,1.6,BC,synthetic
Lorenzo Insigne,1,87,1,0,1,5.8,BL,synthetic
Kayleigh Green,1,52,0,0,0,3.47,TL,synthetic
Charlie Wellings,1,97,0,0,0,6.47,ML,synthetic
Kim Little,1,8,-1,0,1,0.53,ML,synthetic
Melanie Leupolz,1,65,1,0,0,4.33,ML,synthetic
Smilla Holmberg,1,14,3,0,1,0.28,TR,synthetic
Jonathas Cristian de Jesus,1,72,-2,0,0,2.88,TR,synthetic
Achraf Hakimi Mouh,1,113,0,0,0,7.53,TL,synthetic
Ángel Israel Mena Delgado,0,47,1,0,1,3.13,TR,synthetic
Saúl Ñíguez Esclapez,0,103,1,1,1,6.87,ML,synthetic
Daler Kuzyaev,1,83,1,0,0,5.53,BL,synthetic
Andreas Granqvist,1,9,-1,1,0,6.5,BL,synthetic
Hanna Ulrika Bennison,1,78,0,0,0,5.2,BL,synthetic
Harry Kane,1,59,-2,0,0,2.36,BL,synthetic
Florian Tardieu,1,90,0,0,1,6,BC,synthetic
Caroline Graham Hansen,1,59,0,0,1,3.93,MR,synthetic
Fyodor Smolov,1,80,-1,0,1,5.33,ML,synthetic
Cristiano Ronaldo dos Santos Aveiro,1,52,0,0,1,3.47,TC,synthetic
Nikola VlašiāE1,1,40,0,0,0,2.67,MR,synthetic
Nicolas Pépé,0,80,-2,0,1,3.2,MR,synthetic
María Francesca Caldentey Oliver,1,73,-2,0,1,2.92,TR,synthetic
Katie Zelem,1,82,1,0,0,5.47,BL,synthetic
Luis Alberto Suárez Díaz,1,80,-3,1,1,6.5,BR,synthetic
Kim Little,1,120,3,0,0,2.4,BL,synthetic
Stephanie-Elise Catley,0,75,1,0,1,5,ML,synthetic
Mathieu Choiniere,1,25,3,0,0,0.5,BC,synthetic
Lionel Andrés Messi Cuccittini,0,28,1,0,0,1.87,MC,synthetic
Kelley Maureen O'Hara,1,20,-3,0,1,0.4,TL,synthetic
Manuel del Moral Fernández,1,51,-1,0,1,3.4,TL,synthetic
María Francesca Caldentey Oliver,1,66,0,0,1,4.4,BR,synthetic
Melween Ndongala,1,70,-1,0,1,4.67,TL,synthetic
Simone Verdi,1,88,-2,0,0,3.52,BR,synthetic
Luca Toni,1,70,2,0,0,2.8,TL,synthetic
Thibault Giresse,0,116,2,0,1,4.64,MC,synthetic
Grejohn Kyei,1,87,1,0,1,5.8,TR,synthetic
Georges Mikautadze,1,50,-1,1,1,6.5,ML,synthetic
Youssef El-Arabi,1,61,1,0,0,4.07,TC,synthetic
Megan Anna Rapinoe,1,26,1,0,0,1.73,ML,synthetic
Diego Armando Maradona,0,69,0,0,1,4.6,BC,synthetic
Łukasz Gikiewicz,1,83,-1,0,1,5.53,MR,synthetic
Lionel Andrés Messi Cuccittini,0,99,-1,0,0,6.6,TR,synthetic
Thierry Henry,1,117,0,0,1,7.8,BC,synthetic
Kosovare Asllani,1,117,1,0,1,7.8,BR,synthetic
Adama Traoré,0,38,-2,0,1,1.52,MC,synthetic
Mevlüt Erdinç,1,58,0,0,1,3.87,ML,synthetic
Nikita Parris,1,65,0,0,1,4.33,TL,synthetic
Jonathan Viera Ramos,1,45,1,0,1,3,TL,synthetic
Éder Gabriel Militão,1,54,-1,0,1,3.6,ML,synthetic
Lionel Andrés Messi Cuccittini,0,84,0,0,0,5.6,TR,synthetic
Ronaldo de Assis Moreira,1,90,0,1,0,6.5,BR,synthetic
Lina Mona Andréa Hurtig,1,84,0,0,0,5.6,MR,synthetic
Daniel Ciofani,1,23,1,0,0,1.53,ML,synthetic
Hugo Alvez,1,50,1,0,1,3.33,MR,synthetic
Marek Hamšík,1,22,1,0,1,1.47,TL,synthetic
Luca Toni,1,25,-1,0,1,1.67,BC,synthetic
James Morrison,1,24,-1,1,0,6.5,MR,synthetic
Troy Deeney,1,77,-1,0,1,5.13,BC,synthetic
Carlos Alberto Vela Garrido,0,32,-1,0,0,2.13,TC,synthetic
Ruud van Nistelrooy,1,10,-1,0,1,0.67,MC,synthetic
Saúl Ñíguez Esclapez,0,98,1,0,0,6.53,BC,synthetic
Sofiane Boufal,1,39,-2,0,1,1.56,MC,synthetic
Berglind Björg Þorvaldsdóttir,1,61,-1,0,0,4.07,TL,synthetic
Pernille Mosegaard Harder,1,70,1,0,1,4.67,MR,synthetic
Robert Lewandowski,1,73,1,0,0,4.87,BR,synthetic
Aleksandr Golovin,1,72,3,0,0,1.44,MC,synthetic
Diego Rigonato Rodrigues,0,64,0,0,0,4.27,BR,synthetic
Luis Alberto Suárez Díaz,1,3,-2,0,1,0.12,MR,synthetic
Nikola KaliniāE1,1,70,1,0,0,4.67,BR,synthetic
Inessa Kaagman,0,46,-1,0,1,3.07,TL,synthetic
Leandro Daniel Paredes,1,27,1,0,0,1.8,MR,synthetic
Thomas Müller,1,72,-3,0,1,1.44,MR,synthetic
Neymar da Silva Santos Junior,1,84,-2,0,0,3.36,MR,synthetic
Melanie Leupolz,1,107,0,0,0,7.13,BC,synthetic
Radamel Falcao García Zárate,1,44,0,0,0,2.93,TL,synthetic
Kadidiatou Diani,1,86,0,0,1,5.73,BL,synthetic
Bernardo Mota Veiga de Carvalho e Silva,0,56,0,0,1,3.73,TR,synthetic
Fabian Lukas Schär,1,50,0,0,1,3.33,BR,synthetic
Martin Braithwaite Christensen,1,112,-1,0,1,7.47,BL,synthetic
Grady Diangana,0,2,-2,0,1,0.08,TR,synthetic
Valter Birsa,0,64,0,0,1,4.27,TC,synthetic
Fallou Diagne,1,40,0,0,0,2.67,TL,synthetic
Eva Sofia Jakobsson,1,60,-1,0,1,4,TC,synthetic
Lionel Andrés Messi Cuccittini,0,21,-1,0,0,1.4,BR,synthetic
Moise Bombito,1,86,0,0,0,5.73,BR,synthetic
Julien Féret,1,78,0,0,1,5.2,BL,synthetic
Bruno Soriano Llido,0,89,-1,0,1,5.93,MC,synthetic
Troy Deeney,1,68,2,0,1,2.72,MR,synthetic
Sunil Chhetri,1,39,2,0,1,1.56,BL,synthetic
Cristiano Ronaldo dos Santos Aveiro,1,2,-2,0,0,0.08,BC,synthetic
Cédric Bakambu,1,40,0,0,1,2.67,TL,synthetic
Shuang Wang,0,28,-1,0,0,1.87,TC,synthetic
Carlos Arturo Bacca Ahumada,1,87,0,0,0,5.8,MC,synthetic
Jorge Franco Alviz,1,77,-3,0,1,1.54,TC,synthetic
Ellie Mason,0,31,-2,0,0,1.24,BR,synthetic
Abdelaziz Barrada,1,97,-2,0,0,3.88,TL,synthetic
Lionel Andrés Messi Cuccittini,0,64,-1,0,1,4.27,BR,synthetic
Alexandre Lacazette,1,3,0,0,0,0.2,TC,synthetic
Pape Matar Sarr,1,116,-2,0,0,4.64,TC,synthetic
Jordy Josué Caicedo Medina,1,94,1,0,1,6.27,MC,synthetic
Marco Borriello,0,47,1,0,0,3.13,BL,synthetic
Haris SeferoviāE0,0,18,-1,0,0,1.2,BR,synthetic
Ander Herrera Agüera,1,79,0,0,1,5.27,ML,synthetic
Lionel Andrés Messi Cuccittini,0,49,2,0,0,1.96,BR,synthetic
Victor Okoh Boniface,1,84,-1,0,1,5.6,BC,synthetic
Bruno Miguel Borges Fernandes,1,59,0,0,1,3.93,BR,synthetic
Christian Benteke Liolo,1,54,0,0,0,3.6,ML,synthetic
Jules Koundé,1,25,0,0,0,1.67,ML,synthetic
Oriane Jean-François,1,10,-1,0,1,0.67,TL,synthetic
Carlos Arturo Bacca Ahumada,1,7,-2,0,0,0.28,ML,synthetic
Rodrigo Hernández Cascante,1,74,0,0,1,4.93,ML,synthetic
Silas Katompa Mvumpa,1,89,-1,0,1,5.93,TC,synthetic
Dagný Brynjarsdóttir,1,77,0,0,1,5.13,BC,synthetic
Natalia Kuikka,1,112,2,0,1,4.48,TR,synthetic
Jermain Defoe,1,50,0,0,1,3.33,TC,synthetic
Lucas Rodrigo Biglia,1,59,0,0,0,3.93,TC,synthetic
Lucas Rodrigo Biglia,1,75,2,0,1,3,TL,synthetic
Álvaro Borja Morata Martín,1,100,0,0,1,6.67,BC,synthetic
Amel Majri,0,30,0,0,0,2,MC,synthetic
Xabier Prieto Argarate,1,39,-1,0,0,2.6,MC,synthetic
Bradley Barcola,1,54,0,0,1,3.6,ML,synthetic
Sjoeke Nüsken,1,56,0,0,0,3.73,BR,synthetic
Alphonso Davies,0,9,0,0,0,0.6,TR,synthetic
Marco Reus,1,5,0,0,1,0.33,MC,synthetic
Jonathan David,1,12,-2,0,1,0.48,BL,synthetic
Moritz Hartmann,1,68,1,0,1,4.53,BR,synthetic
Francisco Alcácer García,1,55,0,0,1,3.67,BC,synthetic
